Word  Worst  Mean
suras   428  29.67
asura   428  31.27
lazed   428  31.27
rusas   428  31.70
sarus   428  31.70
reccy   428  32.59
crust   429  19.61
curst   429  19.61
blast   429  20.66
glide   429  20.85
gelid   429  20.85
panty   429  21.43
blats   429  22.91
germy   429  23.61
muirs   429  23.86
gnome   429  24.36
genom   429  24.62
grisy   429  24.62
rimus   429  26.91
korma   429  27.55
fogey   429  28.57
faxes   429  36.16
dozes   429  38.57
crapy   430  22.25
swain   430  22.69
boils   430  23.37
laund   430  23.37
ulnad   430  23.37
start   430  25.15
chave   430  25.15
tarts   430  25.15
tasar   430  25.15
trats   430  25.15
gadis   430  25.43
gaids   430  25.43
wains   430  25.43
taras   430  26.30
sanko   430  26.60
linen   430  26.91
rasta   430  26.91
sheik   430  27.22
ratas   430  28.22
koans   430  28.57
trass   430  28.93
imbue   430  29.29
kaons   430  29.29
jurat   430  29.67
starr   430  29.67
stars   430  31.70
tsars   430  31.70
fazes   430  36.16
yeuks   430  37.93
yukes   430  38.57
beare   431  21.83
harpy   431  22.47
sonly   431  22.47
tramp   431  22.91
premy   431  23.37
rebar   431  23.61
barre   431  23.61
barer   431  23.86
civet   431  23.86
puces   431  23.86
meane   431  24.62
leugh   431  25.15
boyed   431  26.00
lunts   431  26.00
amene   431  26.30
bowse   431  26.91
evict   431  27.22
barbe   431  27.55
abear   431  28.22
enows   431  28.22
bowes   431  29.29
echos   431  30.45
neuks   431  31.27
enema   431  31.70
nukes   431  31.70
waves   431  31.70
borde   432  19.45
biled   432  19.95
robed   432  20.12
bored   432  20.30
calid   432  20.48
clapt   432  20.48
nidor   432  20.85
bield   432  21.23
orbed   432  21.23
alcid   432  21.63
dunce   432  21.83
tripy   432  22.47
aitch   432  23.61
daynt   432  24.36
enure   432  24.62
wised   432  25.15
weids   432  26.30
rerun   432  26.60
barps   432  26.60
wides   432  26.60
enurn   432  31.70
aroha   432  32.14
horah   432  32.14
zesty   432  36.16
nexts   432  37.32
quern   432  37.32
algin   433  19.45
ligan   433  19.61
align   433  19.78
guide   433  22.04
liang   433  22.25
feare   433  22.69
linga   433  22.69
doits   433  23.86
drawl   433  24.10
farer   433  24.10
odist   433  24.10
cubes   433  24.36
salol   433  25.71
fetus   433  26.30
gapos   433  26.91
whirl   433  27.22
saola   433  27.55
aloos   433  27.88
fasci   433  27.88
solas   433  28.93
vegos   433  28.93
mihas   433  29.29
ollas   433  29.29
afear   433  29.67
lasso   433  30.85
cozen   433  30.85
mazey   433  31.27
azurn   433  35.60
azyme   433  37.32
brand   434  21.04
chuse   434  21.83
punce   434  21.83
laich   434  22.04
twain   434  22.25
adbot   434  22.47
draft   434  22.69
ealed   434  23.14
dalle   434  23.61
shark   434  23.86
witan   434  23.86
prove   434  24.10
vitro   434  24.62
women   434  24.88
pervo   434  25.71
waver   434  26.00
daled   434  26.00
dedal   434  26.00
meths   434  26.00
pewit   434  26.00
ladle   434  26.30
aldea   434  26.30
novas   434  26.30
vista   434  26.91
kafir   434  26.91
fakir   434  27.22
harks   434  27.55
delfs   434  28.22
addle   434  28.57
laded   434  28.57
vitas   434  28.57
orlon   434  29.29
octyl   434  31.27
izard   434  32.59
lemma   434  32.59
darzi   434  34.54
xrays   434  44.50
blain   435  20.12
binal   435  20.66
prunt   435  21.04
clint   435  21.63
purge   435  22.25
bouge   435  22.25
eagle   435  22.91
bogue   435  22.91
ghest   435  23.14
algae   435  23.86
galop   435  24.62
tuart   435  24.62
barms   435  24.88
legal   435  25.15
galea   435  25.15
audio   435  26.30
aglee   435  26.30
bants   435  26.30
firns   435  27.22
fease   435  27.88
radix   435  28.22
tenty   435  28.22
netty   435  29.29
bikes   435  30.45
kibes   435  30.85
tenny   435  31.27
safes   435  32.14
quine   435  32.59
quart   435  34.54
juice   435  35.06
doxes   435  35.06
faint   436  20.12
horny   436  21.43
chide   436  22.04
robin   436  22.25
dirty   436  22.25
boned   436  22.25
flats   436  22.47
begad   436  22.69
badge   436  23.14
eaned   436  23.86
fitna   436  23.86
torsk   436  23.86
carks   436  24.36
kidel   436  24.36
elogy   436  25.15
stork   436  25.71
frons   436  25.71
skort   436  25.71
debag   436  26.30
perks   436  26.30
veldt   436  26.60
inorb   436  27.55
omlah   436  27.55
nacho   436  27.88
whaur   436  27.88
liked   436  28.22
racks   436  28.22
ancho   436  28.57
iched   436  30.05
mamey   436  31.27
orris   436  32.14
jakey   436  41.32
prude   437  20.66
pured   437  20.85
drupe   437  21.23
duper   437  21.43
haunt   437  21.63
urped   437  22.69
takin   437  22.91
fetid   437  23.14
tronk   437  23.86
wroke   437  25.15
devot   437  25.71
perdu   437  25.71
voted   437  26.30
frags   437  27.22
testy   437  27.55
woker   437  27.55
unhat   437  28.22
fends   437  28.57
welkt   437  29.29
styte   437  30.85
sices   437  31.70
tyees   437  31.70
yetts   437  31.70
jatos   437  33.06
yests   437  33.54
jotas   437  35.06
styes   437  35.60
yesty   437  39.22
grand   438  19.78
routh   438  20.48
platy   438  20.66
patly   438  21.63
aptly   438  23.14
typal   438  23.86
thegn   438  24.36
noisy   438  24.62
apish   438  24.62
franc   438  25.43
fluey   438  26.00
twerk   438  26.60
yonis   438  27.22
spahi   438  28.57
lahar   438  28.93
grews   438  29.67
aphis   438  31.27
bravi   438  31.27
hoked   438  31.70
jehad   438  39.90
jakes   438  48.21
comal   439  21.23
cloam   439  21.43
sente   439  21.83
focal   439  22.04
steen   439  22.47
linty   439  23.37
hinge   439  23.61
tense   439  23.61
molts   439  23.61
noily   439  23.61
smolt   439  23.61
lowry   439  24.36
teens   439  24.36
twals   439  24.36
mover   439  24.88
vomer   439  24.88
neigh   439  25.15
bowet   439  25.43
netes   439  25.43
tenes   439  25.71
famed   439  26.30
stent   439  26.60
etens   439  26.91
plebs   439  27.55
tents   439  29.67
netts   439  30.45
dosed   439  31.70
sents   439  32.14
doses   439  32.59
nests   439  33.06
stens   439  34.03
jails   439  35.06
ozeki   439  53.81
corny   440  20.85
frost   440  21.43
crony   440  21.43
plots   440  22.47
polts   440  22.47
shaly   440  22.69
muted   440  22.91
shand   440  23.14
sudor   440  23.37
forts   440  23.61
vegan   440  23.86
borak   440  24.10
saucy   440  24.36
viper   440  24.36
coady   440  24.36
wince   440  24.62
duros   440  25.15
gambe   440  25.43
mowra   440  25.43
ganev   440  25.71
fadge   440  26.30
hands   440  27.22
hylas   440  27.22
poilu   440  27.55
warez   440  30.45
yucas   440  31.70
waxer   440  33.06
gryke   440  34.03
rewax   440  34.03
sluit   441  19.61
sirup   441  21.43
until   441  22.04
pical   441  22.04
loamy   441  22.47
plica   441  22.47
unlit   441  22.69
wited   441  22.69
puris   441  23.14
lathy   441  23.37
swipe   441  23.37
raird   441  24.36
murti   441  24.88
tulsi   441  24.88
scold   441  25.15
clods   441  25.15
flans   441  25.15
colds   441  25.43
wipes   441  27.88
radii   441  30.45
exult   441  31.27
ardri   441  31.27
hexad   441  31.70
polje   441  32.14
kayos   441  33.06
hazed   441  33.54
mozes   441  36.16
waxes   441  38.57
okays   441  39.22
wrist   442  20.85
daily   442  21.23
perch   442  21.43
perdy   442  22.25
predy   442  23.14
writs   442  23.37
merle   442  23.61
virga   442  23.86
cymar   442  24.10
merel   442  24.10
admit   442  24.62
incur   442  25.15
vapor   442  25.15
parvo   442  25.43
pawed   442  25.43
runic   442  25.43
boche   442  26.60
conne   442  26.60
cloys   442  27.88
anura   442  28.93
nonce   442  29.29
venus   442  29.29
nevus   442  29.67
ruana   442  30.05
pirai   442  33.54
abbey   442  35.60
colin   443  20.85
thans   443  21.43
durst   443  21.63
snath   443  21.63
wrapt   443  22.04
spike   443  22.69
nicol   443  22.91
bemad   443  23.37
hants   443  23.61
tanhs   443  24.62
turds   443  24.88
alary   443  25.15
clags   443  25.15
topee   443  26.30
rally   443  26.91
homas   443  27.55
kipes   443  27.88
petto   443  28.22
rinks   443  28.22
kilos   443  28.57
pikes   443  28.93
kirns   443  29.67
meshy   443  29.67
kepis   443  30.85
helix   443  33.06
zilas   443  35.06
frist   444  19.95
first   444  20.66
mined   444  21.04
dower   444  21.43
frits   444  21.43
rowed   444  21.63
bilge   444  21.83
clout   444  21.83
gibel   444  21.83
cions   444  22.25
denim   444  22.47
fluor   444  22.47
coins   444  22.69
carby   444  22.91
scion   444  23.14
sandy   444  23.14
flour   444  23.37
sprew   444  23.37
sonic   444  23.61
churl   444  23.61
furol   444  23.61
lurch   444  23.86
gulas   444  23.86
gusla   444  24.10
kisan   444  24.62
bowel   444  24.88
crusy   444  25.15
rifts   444  25.15
homed   444  25.43
icons   444  26.00
stagy   444  26.30
scaud   444  26.60
kains   444  26.91
naiks   444  27.55
chace   444  27.88
kinas   444  27.88
sdayn   444  28.57
salix   444  28.93
below   444  29.29
aglus   444  29.29
pikey   444  29.29
ikans   444  30.05
cache   444  31.27
axils   444  32.14
sloth   445  21.04
porty   445  21.63
choir   445  22.04
chiro   445  22.25
magot   445  22.25
savin   445  22.25
ducat   445  23.37
holts   445  23.86
doric   445  24.10
toast   445  25.15
caved   445  25.43
perky   445  26.30
stoat   445  26.60
vinas   445  27.22
prize   445  27.55
knave   445  28.22
tasso   445  28.57
coked   445  28.93
ichor   445  28.93
kubie   445  29.29
tosas   445  29.67
assot   445  30.05
ephod   445  31.70
oasts   445  32.14
decko   445  32.59
mirza   445  33.06
stoas   445  33.06
ziram   445  33.54
hooey   445  34.03
pined   446  20.66
cerne   446  21.43
piend   446  21.63
chime   446  23.37
prams   446  23.61
tarty   446  23.61
drank   446  24.62
ratty   446  24.62
boyla   446  24.62
tarry   446  24.88
warre   446  24.88
miche   446  25.15
ettin   446  25.43
ramps   446  26.00
choke   446  26.60
aware   446  26.60
taxon   446  27.22
temps   446  27.22
berks   446  27.55
hemic   446  27.88
tayra   446  27.88
welds   446  27.88
empts   446  28.57
rawer   446  28.57
yourn   446  28.57
yarta   446  28.93
nelly   446  29.29
noxal   446  29.67
zonal   446  30.85
azlon   446  32.14
kerbs   446  32.14
wases   446  32.59
poxes   446  33.06
gecko   446  38.57
wawes   446  44.50
chard   447  21.04
merch   447  22.91
bunia   447  23.61
curve   447  23.86
cruve   447  23.86
glike   447  24.62
anomy   447  25.15
motte   447  25.71
totem   447  26.00
gyred   447  26.00
motet   447  26.00
nubia   447  26.91
gryde   447  27.22
wacke   447  27.55
klieg   447  27.88
dervs   447  28.22
emote   447  29.29
yowed   447  30.05
wavey   447  30.85
akees   447  35.06
sakes   447  37.93
pikau   447  39.22
ekkas   447  51.42
moist   448  20.85
tabid   448  21.43
modal   448  21.83
domal   448  21.83
sadly   448  22.25
moits   448  22.47
dolma   448  22.91
motis   448  22.91
scrip   448  23.37
spiry   448  23.37
voled   448  23.37
whorl   448  23.61
guard   448  24.10
copay   448  24.10
loved   448  24.10
crisp   448  24.36
atilt   448  24.36
crips   448  25.15
hauds   448  26.60
elope   448  27.22
savoy   448  27.22
omits   448  27.22
rimer   448  27.22
hypes   448  27.88
ahead   448  28.93
mirex   448  29.29
ohone   448  29.29
baked   448  29.67
haded   448  30.45
wisha   448  30.45
mimer   448  30.85
mixer   448  31.27
remix   448  31.70
litai   448  32.14
sadhu   448  32.59
aahed   448  34.54
jelab   448  36.16
grume   449  22.25
spaul   449  23.14
pauls   449  23.37
blend   449  24.10
pulas   449  24.10
flory   449  24.88
lethe   449  25.43
demic   449  26.00
favel   449  26.00
seely   449  26.30
thagi   449  26.30
aight   449  26.60
medic   449  26.91
beths   449  27.22
lytic   449  28.57
luxes   449  33.06
yells   449  33.54
exuls   449  35.60
lyses   449  35.60
sleys   449  37.32
posit   450  19.78
plaid   450  20.85
wrath   450  21.23
stalk   450  22.25
topis   450  22.91
thraw   450  23.14
beigy   450  25.15
louns   450  26.00
shive   450  26.30
taluk   450  26.30
seyen   450  26.60
nouls   450  26.91
posse   450  27.22
sisal   450  27.55
talks   450  27.55
eensy   450  27.88
sails   450  27.88
alias   450  28.22
allis   450  28.22
barfs   450  28.22
sials   450  28.57
frabs   450  28.93
wadis   450  29.67
envoi   450  30.05
poses   450  30.05
trull   450  30.05
hives   450  30.45
lassi   450  31.70
pesos   450  32.59
popes   450  32.59
pepos   450  34.03
czars   450  35.06
synes   450  35.60
snyes   450  36.73
groin   451  19.95
giron   451  20.12
duple   451  21.04
puled   451  21.23
leper   451  22.69
repel   451  22.91
prank   451  23.37
gorsy   451  23.37
prier   451  23.86
upled   451  23.86
blaze   451  26.60
riper   451  26.60
gyros   451  27.55
sedgy   451  27.55
farms   451  27.88
fraps   451  27.88
piper   451  28.22
mengs   451  28.22
axion   451  28.57
eikon   451  29.67
rayas   451  29.67
dikey   451  30.05
enoki   451  30.85
yarrs   451  32.14
yaars   451  34.03
tozed   451  34.54
yiked   451  36.16
goxes   451  37.32
okehs   451  37.32
bajri   451  38.57
crops   452  22.04
corps   452  22.25
mured   452  22.25
final   452  22.47
dorty   452  22.47
whine   452  22.69
demur   452  23.37
micro   452  23.61
laigh   452  24.10
chelp   452  24.62
chemo   452  24.62
foils   452  24.62
filos   452  24.88
avoid   452  25.43
ehing   452  26.60
prawn   452  26.91
awork   452  27.55
bimas   452  27.55
bicep   452  27.88
moose   452  27.88
goafs   452  29.29
simba   452  29.29
moses   452  30.05
iambs   452  30.45
rozit   452  30.45
boeuf   452  30.85
ogams   452  31.70
faked   452  32.14
axons   452  33.06
momes   452  34.03
memos   452  34.54
aquae   452  51.42
gaunt   453  21.23
diver   453  21.43
rived   453  22.25
vired   453  22.25
drive   453  22.47
panic   453  23.14
corms   453  23.14
ahind   453  23.37
glove   453  23.86
owned   453  23.86
murly   453  24.10
nowed   453  24.10
mudra   453  25.15
tanto   453  25.15
rumly   453  25.43
agony   453  26.00
maria   453  26.00
orgic   453  27.22
puker   453  27.22
sneck   453  27.55
corgi   453  28.22
llano   453  29.29
mewls   453  29.67
celli   453  30.85
marri   453  30.85
aheap   453  31.27
jodel   453  31.27
joled   453  32.14
ceili   453  32.59
necks   453  32.59
ryked   453  33.54
imari   453  35.06
quyte   453  42.07
bruit   454  20.30
grued   454  21.23
front   454  21.83
tubal   454  21.83
third   454  22.04
thrid   454  22.04
urged   454  23.37
graft   454  24.36
bitos   454  24.62
delph   454  25.43
punas   454  26.30
agene   454  26.60
obits   454  28.57
woads   454  28.93
cells   454  29.29
norks   454  29.29
venom   454  29.67
kaids   454  31.27
kadis   454  31.70
jagir   454  32.59
jerid   454  32.59
jirga   454  33.54
dikas   454  34.03
claim   455  21.43
thaim   455  21.83
baith   455  22.69
blots   455  23.86
bolts   455  23.86
hadst   455  23.86
malic   455  23.86
tabun   455  23.86
conga   455  24.10
habit   455  24.62
porer   455  25.15
prore   455  25.43
swarm   455  25.71
lawin   455  26.00
roper   455  26.91
anion   455  27.55
repro   455  27.88
skelm   455  27.88
goose   455  28.57
acidy   455  28.57
warms   455  28.57
bantu   455  29.67
preop   455  29.67
yauds   455  29.67
gosse   455  30.05
capex   455  30.45
mawrs   455  30.85
elbow   455  31.27
akela   455  31.70
detox   455  32.59
gesso   455  34.03
segos   455  36.16
azons   455  36.73
ogees   455  36.73
ozzie   455  62.54
fault   456  20.30
herse   456  20.66
macon   456  20.85
flied   456  21.04
tumor   456  21.63
filed   456  21.63
wiled   456  21.63
dwile   456  21.83
sworn   456  22.04
sheer   456  22.04
shere   456  22.25
wield   456  22.69
felid   456  22.69
field   456  22.91
heres   456  22.91
lered   456  23.61
elder   456  23.86
cadee   456  24.62
dench   456  25.43
furca   456  26.00
caaed   456  28.22
decad   456  29.29
brews   456  30.45
hertz   456  30.45
risky   456  31.27
kuris   456  31.27
loxed   456  31.70
yirks   456  33.54
emyds   456  34.03
aduki   456  36.16
chain   457  21.23
albee   457  22.69
china   457  22.91
gerle   457  22.91
spald   457  23.61
leger   457  24.36
ctene   457  24.62
label   457  25.15
teugh   457  25.15
combe   457  25.43
gudes   457  25.43
lakin   457  25.43
wamed   457  26.60
mawed   457  26.91
abele   457  27.22
flegs   457  27.22
babel   457  27.88
degus   457  27.88
gloze   457  29.29
herye   457  29.29
herry   457  30.05
ephah   457  42.07
fagot   458  24.10
girsh   458  24.10
burns   458  24.36
cowal   458  24.88
agism   458  26.60
toted   458  26.60
sigma   458  26.91
pands   458  27.22
outta   458  27.55
braws   458  28.57
doted   458  28.57
warbs   458  28.93
todde   458  29.67
bawrs   458  30.45
quota   458  37.93
chirt   459  20.12
crith   459  21.63
virge   459  22.04
grove   459  22.69
stony   459  23.14
bacon   459  23.14
giver   459  23.37
mauls   459  23.86
banco   459  24.36
richt   459  24.36
befit   459  24.62
craal   459  25.15
lumas   459  25.15
alums   459  25.43
sluse   459  25.43
lysin   459  25.71
malus   459  26.00
pervs   459  26.91
slues   459  27.55
wyted   459  28.22
lawns   459  29.29
poeps   459  32.14
speos   459  33.54
